-6.970215	360.141085	-6.958008	360.159736	-6.988525	360.132276	-6.927490	360.121038	-7.019043	360.161776	-6.958008	360.130597
-7.141113	360.142154	-7.202148	360.162796	-7.141113	360.131797	-7.110596	360.122247	-7.141113	360.166526	-7.110596	360.127407
-6.463623	360.140772	-6.469727	360.161776	-6.469727	360.131736	-6.469727	360.135277	-6.469727	360.166886	-6.439209	360.108187
-5.157471	360.140809	-5.157471	360.154986	-5.157471	360.134197	-5.187988	360.129277	-5.126953	360.155646	-5.157471	360.129937
-3.405762	360.139823	-3.448486	360.152586	-3.448486	360.135097	-3.326416	360.127467	-3.387451	360.158296	-3.417969	360.125667
-1.306152	360.138970	-1.251221	360.151326	-1.312256	360.133357	-1.342773	360.130237	-1.312256	360.161416	-1.312256	360.118517
1.049805	360.140895	1.037598	360.152346	1.007080	360.130237	1.068115	360.131497	1.098633	360.168446	1.037598	360.121947
3.607178	360.144752	3.601074	360.165445	3.509521	360.128316	3.631592	360.132037	3.631592	360.175896	3.662109	360.122067
6.292725	360.139259	6.286621	360.145736	6.286621	360.127407	6.256104	360.120687	6.317139	360.177636	6.317139	360.124827
9.130859	360.142409	9.124756	360.153426	9.063721	360.130237	9.124756	360.130297	9.155273	360.174576	9.185791	360.123507
12.017822	360.141157	12.084961	360.154986	11.962891	360.131137	12.023926	360.128487	12.023926	360.171026	11.993408	360.120147
14.996338	360.141372	14.984131	360.159376	15.014648	360.129876	14.984131	360.119537	15.014648	360.165736	14.984131	360.132337
18.054199	360.144232	18.066406	360.154926	18.096924	360.131437	18.066406	360.128557	18.066406	360.169766	17.974854	360.136477
21.112061	360.143511	21.118164	360.158586	21.118164	360.133837	21.087646	360.135097	21.118164	360.159376	21.118164	360.130657
24.249268	360.137083	24.230957	360.155826	24.291992	360.130777	24.200439	360.121887	24.230957	360.157686	24.291992	360.119237
27.386475	360.141661	27.374268	360.159736	27.404785	360.130837	27.343750	360.119537	27.374268	360.163816	27.435303	360.134377
30.566406	360.140507	30.548096	360.148256	30.578613	360.135637	30.609131	360.128127	30.517578	360.161416	30.578613	360.129097
33.776855	360.142984	33.752441	360.159196	33.721924	360.134197	33.843994	360.124647	33.813477	360.161236	33.752441	360.135646
36.962891	360.143176	36.987305	360.155466	36.895752	360.130237	36.987305	360.129577	36.956787	360.161956	36.987305	360.138647
40.203857	360.140145	40.191650	360.153786	40.222168	360.135397	40.252686	360.117377	40.191650	360.157686	40.161133	360.136477
43.438721	360.138765	43.426514	360.149696	43.426514	360.128487	43.487549	360.127407	43.426514	360.161296	43.426514	360.126936
46.691895	360.137987	46.691895	360.154266	46.691895	360.123747	46.752930	360.122127	46.661377	360.159376	46.661377	360.130417
49.926758	360.141471	49.987793	360.151146	49.926758	360.134377	49.926758	360.121887	49.896240	360.162496	49.896240	360.137447
53.204346	360.140988	53.253174	360.148796	53.192139	360.130657	53.131104	360.132276	53.222656	360.162976	53.222656	360.130237
56.445312	360.145736	56.427002	360.166166	56.457520	360.131197	56.427002	360.130957	56.457520	360.160155	56.457520	360.140207
59.716797	360.140064	59.692383	360.154926	59.783936	360.129696	59.692383	360.122607	59.722900	360.153606	59.692383	360.139487
63.000488	360.139426	63.018799	360.158476	62.988281	360.129937	62.988281	360.121157	63.018799	360.152886	62.988281	360.134676
66.290283	360.135989	66.314697	360.145196	66.284180	360.131677	66.284180	360.117617	66.253662	360.159126	66.314697	360.126327
69.586182	360.144293	69.549561	360.160876	69.549561	360.131197	69.641113	360.124647	69.580078	360.161296	69.610596	360.143447
72.839355	360.138633	72.875977	360.153786	72.845459	360.127947	72.845459	360.117257	72.814941	360.154687	72.814941	360.139487
76.165771	360.137445	76.171875	360.146396	76.171875	360.138046	76.171875	360.116297	76.202393	360.158107	76.110840	360.128377
79.437256	360.140113	79.437256	360.151686	79.437256	360.131677	79.467773	360.135277	79.437256	360.152226	79.406738	360.129696
82.763672	360.139197	82.763672	360.148256	82.794189	360.130837	82.702637	360.117977	82.794189	360.159126	82.763672	360.139786
86.065674	360.135511	86.059570	360.144476	86.090088	360.125727	86.059570	360.122367	86.090088	360.153487	86.029053	360.131497
89.379883	360.139630	89.355469	360.154746	89.416504	360.136297	89.385986	360.125547	89.385986	360.151686	89.355469	360.129876
92.718506	360.140353	92.742920	360.165626	92.712402	360.124048	92.712402	360.126927	92.773437	360.158586	92.651367	360.126576
96.008301	360.135535	96.069336	360.141536	95.977783	360.134557	95.977783	360.123147	96.008301	360.144896	96.008301	360.133537
99.346924	360.138056	99.334717	360.156425	99.334717	360.122848	99.395752	360.131137	99.304199	360.146576	99.365234	360.133296
102.624512	360.135727	102.600098	360.144176	102.661133	360.121887	102.600098	360.121157	102.600098	360.161596	102.661133	360.129817
105.944824	360.138179	105.926514	360.158476	105.926514	360.125907	105.957031	360.129277	105.957031	360.156907	105.957031	360.120327
109.252930	360.140003	109.344482	360.157326	109.252930	360.130657	109.283447	360.124887	109.222412	360.153246	109.161377	360.133897
112.567139	360.137780	112.609863	360.150786	112.548828	360.123807	112.548828	360.123927	112.548828	360.157326	112.579346	360.133057
115.930176	360.135605	115.936279	360.140446	115.936279	360.126267	115.997314	360.126747	115.905762	360.154147	115.875244	360.130417
119.238281	360.138309	119.232178	360.142976	119.262695	360.130837	119.232178	360.130477	119.232178	360.151317	119.232178	360.135937
122.546387	360.137735	122.558594	360.155286	122.558594	360.123388	122.589111	360.123327	122.528076	360.149946	122.497559	360.136727
125.878906	360.135415	125.946045	360.143876	125.885010	360.129577	125.885010	360.116657	125.885010	360.153066	125.793457	360.133897
129.193115	360.136229	129.241943	360.145376	129.180908	360.120137	129.150391	360.121887	129.180908	360.159126	129.211426	360.134617
132.543945	360.133517	132.537842	360.142976	132.568359	360.121887	132.568359	360.122607	132.537842	360.156186	132.507324	360.123927
135.888672	360.135461	135.955811	360.136486	135.864258	360.123807	135.864258	360.119597	135.894775	360.161476	135.864258	360.135937
139.221191	360.139053	139.190674	360.142796	139.221191	360.134437	139.251709	360.119177	139.221191	360.166997	139.221191	360.131857
142.572021	360.135463	142.639160	360.143636	142.547607	360.123327	142.578125	360.124827	142.578125	360.153127	142.517090	360.132397
145.904541	360.142095	145.935059	360.152586	145.904541	360.128737	145.874023	360.127407	145.904541	360.165196	145.904541	360.136547
149.200439	360.142491	149.139404	360.158586	149.200439	360.125187	149.261475	360.129097	149.200439	360.159556	149.200439	360.140027
152.532959	360.134043	152.557373	360.140446	152.496338	360.130957	152.557373	360.120797	152.557373	360.153127	152.496338	360.124887
155.871582	360.132771	155.914307	360.146396	155.883789	360.115937	155.822754	360.121407	155.853271	360.153066	155.883789	360.127047
159.234619	360.136951	159.271240	360.138226	159.271240	360.136297	159.240723	360.125007	159.179687	360.154926	159.210205	360.130297
162.567139	360.138825	162.597656	360.154746	162.567139	360.137807	162.597656	360.119777	162.536621	360.155527	162.536621	360.126267
165.905762	360.134454	165.863037	360.151146	165.985107	360.121407	165.893555	360.121047	165.893555	360.146576	165.893555	360.132096
169.226074	360.140977	169.250488	360.155646	169.189453	360.139307	169.281006	360.130837	169.219971	360.151146	169.189453	360.127947
172.558594	360.137177	172.607422	360.156666	172.546387	360.133537	172.576904	360.120257	172.546387	360.149516	172.515869	360.125907
175.939941	360.134369	175.933838	360.148676	175.933838	360.124527	175.964355	360.123447	175.903320	360.151866	175.964355	360.123327
179.309082	360.136735	179.321289	360.146036	179.290771	360.127047	179.321289	360.123807	179.229736	360.159196	179.382324	360.127587
182.641602	360.134213	182.708740	360.138107	182.647705	360.130477	182.617187	360.119957	182.647705	360.153426	182.586670	360.129097
185.974121	360.132421	186.035156	360.140086	185.974121	360.127287	185.913086	360.119177	186.035156	360.153426	185.913086	360.122127
189.324951	360.132349	189.392090	360.139906	189.300537	360.127587	189.300537	360.113177	189.300537	360.159126	189.331055	360.121947
192.663574	360.133767	192.718506	360.138886	192.657471	360.131497	192.718506	360.127227	192.596436	360.153307	192.626953	360.117918
196.014404	360.135437	196.044922	360.145376	196.014404	360.136297	195.983887	360.120257	196.014404	360.152226	196.014404	360.123028
199.340820	360.132039	199.432373	360.149336	199.310303	360.114257	199.340820	360.115997	199.340820	360.153127	199.279785	360.127477
202.685547	360.132867	202.758789	360.148197	202.667236	360.130837	202.667236	360.113717	202.667236	360.140567	202.667236	360.131017
206.018066	360.130247	206.054687	360.153426	206.054687	360.122787	206.024170	360.117497	205.993652	360.138287	205.963135	360.119237
209.356689	360.129945	209.411621	360.150236	209.381104	360.122607	209.350586	360.121047	209.350586	360.135757	209.289551	360.120077
212.701416	360.129079	212.707520	360.148676	212.707520	360.124347	212.707520	360.112747	212.707520	360.142727	212.677002	360.116898
216.052246	360.130163	216.094971	360.145437	216.033936	360.121407	216.064453	360.119597	216.033936	360.148917	216.033936	360.115457
219.445801	360.130463	219.451904	360.152346	219.482422	360.120137	219.482422	360.114977	219.421387	360.147296	219.390869	360.117557
222.772217	360.130319	222.747803	360.141166	222.778320	360.121047	222.778320	360.116297	222.778320	360.148737	222.778320	360.124347
226.098633	360.129981	226.135254	360.140507	226.074219	360.125007	226.043701	360.113647	226.165771	360.145317	226.074219	360.125428
229.461670	360.132807	229.522705	360.147177	229.431152	360.121587	229.400635	360.115937	229.461670	360.145797	229.492187	360.133537
